2,cheb_intel,1.2085208892822266

4,cheb_intel,1.1637310981750488

6,cheb_intel,1.4788050651550293

8,cheb_intel,1.464287281036377

10,cheb_intel,1.7138268947601318

12,cheb_intel,1.888171911239624

14,cheb_intel,2.4125189781188965

16,cheb_intel,2.9467527866363525

18,cheb_intel,3.506490707397461

20,cheb_intel,4.514010906219482

22,cheb_intel,5.881029367446899

24,cheb_intel,7.773178815841675

26,cheb_intel,9.724772453308105

28,cheb_intel,12.870198249816895

30,cheb_intel,18.071817874908447

32,cheb_intel,20.052780866622925

34,cheb_intel,25.643224000930786

36,cheb_intel,31.294272661209106

38,cheb_intel,38.591456174850464

40,cheb_intel,46.66296076774597

42,cheb_intel,57.347928524017334

44,cheb_intel,69.04164695739746

46,cheb_intel,80.87978792190552

48,cheb_intel,92.29050135612488

50,cheb_intel,107.68956542015076
