2,cheb_p,1.135329246520996

4,cheb_p,1.1262543201446533

6,cheb_p,1.4471192359924316

8,cheb_p,1.4928762912750244

10,cheb_p,1.7832849025726318

12,cheb_p,2.1814351081848145

14,cheb_p,2.241757869720459

16,cheb_p,3.4214587211608887

18,cheb_p,3.329025983810425

20,cheb_p,4.635277032852173

22,cheb_p,8.022661924362183

24,cheb_p,8.061827898025513

26,cheb_p,13.35823917388916

28,cheb_p,17.41420078277588

30,cheb_p,16.291253328323364

32,cheb_p,20.766698598861694

34,cheb_p,27.406249046325684

36,cheb_p,36.858325481414795

38,cheb_p,46.09819269180298

40,cheb_p,53.168774366378784

42,cheb_p,57.110713958740234

44,cheb_p,71.85089302062988

46,cheb_p,83.0433886051178

48,cheb_p,88.61613297462463

50,cheb_p,103.90340638160706

52,cheb_p,149.28816390037537

54,cheb_p,151.46437287330627

56,cheb_p,162.10067582130432

58,cheb_p,183.65765619277954

60,cheb_p,197.90193557739258

62,cheb_p,249.8809037208557

64,cheb_p,250.51171946525574

66,cheb_p,290.79192090034485

68,cheb_p,344.37863779067993

70,cheb_p,355.66627740859985

72,cheb_p,399.92240047454834

74,cheb_p,438.8508372306824

76,cheb_p,483.53299260139465

78,cheb_p,588.2307646274567

80,cheb_p,646.1029987335205

82,cheb_p,704.3446128368378

84,cheb_p,738.983421087265

86,cheb_p,839.9003615379333

88,cheb_p,877.4862225055695

90,cheb_p,1038.2818486690521

92,cheb_p,1053.9416420459747

94,cheb_p,1154.641661643982

96,cheb_p,1269.4673001766205

98,cheb_p,1360.2715187072754

100,cheb_p,1492.967740535736

102,cheb_p,1617.4644420146942

104,cheb_p,1773.2637674808502

106,cheb_p,1888.1692066192627

108,cheb_p,2119.7282404899597

110,cheb_p,2234.7215349674225

112,cheb_p,2459.6679904460907

114,cheb_p,2642.8986275196075

116,cheb_p,2947.2576265335083

118,cheb_p,3111.9752793312073

120,cheb_p,3310.876202583313

122,cheb_p,3517.9206368923187

124,cheb_p,3644.3307735919952

126,cheb_p,4143.436480998993

128,cheb_p,4216.226496219635
