diag,L_SC,L_NM,L_AM,m,φ,J1x,J1y,J2x,J2y
False,20,3,8,0.05,0.26,0.8557830108897069,-9.279296539861566e-18,0.855783010889707,4.721533624283033e-17
False,20,3,8,0.05,0.28,0.9044112022338187,-1.4972265218441694e-17,0.9044112022338187,2.91812476614543e-17
False,20,3,8,0.05,0.3,0.9476220352211041,-2.7665260277364432e-17,0.9476220352211042,7.772424536915754e-17
False,20,3,8,0.05,0.32,0.9846221152838808,-2.5718023706431853e-17,0.9846221152838808,8.114027728109089e-17
False,20,3,8,0.05,0.34,1.0149370023765782,-3.784218961648075e-17,1.0149370023765785,4.5512272575084936e-17
False,20,3,8,0.05,0.36,1.03854593296007,-2.180132921864679e-17,1.03854593296007,7.737648232043947e-17
False,20,3,8,0.05,0.38,1.0558651635752028,-8.309856802587341e-18,1.055865163575203,7.568582151206463e-17
False,20,3,8,0.05,0.4,1.0675655013200802,1.3818990523964309e-17,1.0675655013200802,7.646931115867557e-17
False,20,3,8,0.05,0.42,1.0743032885410426,-2.2452419317729218e-17,1.0743032885410426,5.89636096516948e-17
False,20,3,8,0.05,0.44,1.0765046086961618,-4.39951267062385e-18,1.076504608696162,7.76149831289296e-17
False,20,3,8,0.05,0.46,1.0743245085017012,-3.336625404014665e-17,1.0743245085017012,7.381296573990969e-17
False,20,3,8,0.05,0.48,1.0678082435925922,-2.3522110326568524e-17,1.067808243592592,8.145054826362364e-17
False,20,3,8,0.05,0.5,1.0571608554047813,-1.6789167052811617e-17,1.0571608554047813,7.71495254774833e-17
False,20,3,8,0.05,0.52,1.0429555870322647,-2.392684046885854e-17,1.0429555870322647,-3.1419996752905733e-18
False,20,3,8,0.05,0.54,1.0261302180378635,-4.2985337528522206e-18,1.0261302180378635,8.238163591157195e-17
False,20,3,8,0.05,0.56,1.007730873575541,-4.0649906330018467e-17,1.007730873575541,8.285699407503217e-17
False,20,3,8,0.05,0.58,0.9885072268026002,-2.918181814387681e-18,0.9885072268026002,9.963141542261266e-17
False,20,3,8,0.05,0.6,0.9685575017813425,-4.284851642803812e-17,0.9685575017813426,9.561673565808063e-17
False,20,3,8,0.05,0.62,0.9472074413638157,-3.478794402244784e-17,0.9472074413638158,1.0559450965151524e-16
False,20,3,8,0.05,0.64,0.9231895895391589,-4.3958436108892797e-17,0.9231895895391589,7.934201793959986e-17
False,20,3,8,0.05,0.66,0.8950359356017309,-4.564360413054755e-17,0.8950359356017309,9.623884809430954e-17
False,20,3,8,0.05,0.68,0.8614993750655007,-5.4863208324151745e-17,0.8614993750655006,1.0576398687798419e-16
False,20,3,8,0.05,0.7000000000000001,0.8218384774674624,-7.733053142007099e-17,0.8218384774674621,4.691809241213841e-17
False,20,3,8,0.05,0.72,0.7759233174841753,-6.137002882948646e-17,0.7759233174841752,7.198672840509358e-17
False,20,3,8,0.05,0.74,0.7242520456198002,-1.883966374533832e-18,0.7242520456198001,8.610928805280433e-17
False,20,3,8,0.05,0.76,0.6679837441150958,7.656558247903453e-18,0.6679837441150958,3.596907320050369e-17
False,20,3,8,0.05,0.78,0.608954461798628,5.8659313691911715e-19,0.608954461798628,2.926095952363002e-17
