2,eigd,0.13259434700012207

4,eigd,0.013432025909423828

6,eigd,0.0051116943359375

8,eigd,0.029672861099243164

10,eigd,0.07837629318237305

12,eigd,0.0732877254486084

14,eigd,0.12315821647644043

16,eigd,0.1992185115814209

18,eigd,0.30641722679138184

20,eigd,0.47055864334106445

22,eigd,0.6794424057006836

24,eigd,0.9719040393829346

26,eigd,1.2824082374572754

28,eigd,1.795961618423462

30,eigd,2.498992443084717

32,eigd,4.301187038421631

34,eigd,4.244075298309326

36,eigd,6.228883743286133

38,eigd,8.940198183059692

40,eigd,12.594394445419312

42,eigd,17.17618989944458

44,eigd,23.245161533355713

46,eigd,30.646526098251343

48,eigd,40.14910435676575

50,eigd,50.85141658782959

52,eigd,64.37468218803406

54,eigd,80.46450996398926

56,eigd,100.00541114807129

58,eigd,122.47503280639648

60,eigd,150.06057739257812

62,eigd,181.71116614341736

64,eigd,225.14722728729248

66,eigd,262.62165927886963

68,eigd,313.30103969573975

70,eigd,370.44943165779114

72,eigd,440.7418007850647

74,eigd,512.5272283554077

76,eigd,600.8421983718872

78,eigd,697.0268158912659

80,eigd,813.8245949745178

82,eigd,935.2598052024841

84,eigd,1082.1803650856018

86,eigd,1240.611315727234

88,eigd,1429.2234466075897

90,eigd,1613.22540807724

92,eigd,1843.5455050468445

94,eigd,2099.091470003128

96,eigd,2418.6656081676483

98,eigd,2714.686853647232

100,eigd,3063.3641214370728
